municipio,categoria_zona,es_ruido,fecha_publicacion,titulo,url,tags,keywords_match,fragmento
Zárate,objetivo,no,04/10/2024,Resolución Nº157/24 en el boletín 41º de Zárate,https://sibom.slyt.gba.gob.ar/bulletins/11476/contents/2118968,,"cubierta,cubiertas","El expediente Nº 4121-4486/2017, por el que el Sr. García, Gustavo Adolfo, solicita autorización para habilitar el comercio de Rubro: “Venta al por menor de partes, piezas y accesorios excepto cámaras, cubiertas ... […] y baterías, Actividad Secundaria: Venta al por menor de cámaras y cubiertas ”, situado en Calle Avda. Antártida Argentina Nº 2086, de la ciudad de Zárate, atento a lo informado por la Dirección General de Ingresos Públicos (fs. 47) Legajo Nº 18.548 ... […] 1º) Autorizar la habilitación del comercio Rubro: “Venta al por menor de partes, piezas y accesorios excepto cámaras, cubie"
Coronel Pringles,volumen_alto,no,02/09/2024,Decreto Nº1091/24 en el boletín 214º de Coronel Pringles,https://sibom.slyt.gba.gob.ar/bulletins/11248/contents/2101414,,gomeria,"Que a fs. 1 solicita la baja de dicho comercio a partir del 03/06/24; Que a fs. 3 luce informe del área de Recaudación, manifestando que el requirente no adeuda importe alguno ... […] el Expediente 1.520/24, mediante el cual la Sra. ZOCCHI NOELÍA comunica el cese de actividades del comercio habilitado en el rubro “ GOMERÍA ” , propiedad del Sr. Hugo Emilio Zocchi, fallecido el día 29/06/24, ubicado en BELGRANO (48) N° 294 de esta localidad; y ... […] en el rubro “ GOMERÍA ” , ubicado en la calle BELGRANO (48) N° 294 de esta localidad , propiedad del Sr. ZOCCHI HUGO EMILIO, fallecido el día 29/"
Coronel Suárez,volumen_alto,no,26/08/2024,Decreto Nº1629/2024 en el boletín 141º de Coronel Suárez,https://sibom.slyt.gba.gob.ar/bulletins/11130/contents/2092745,,camaras y llantas,"Que es necesaria su adquisición, a través de un Concurso de Precios, según lo establece la Ley Orgánica Municipal ... […] la necesidad de adquirir Neumáticos para vehículos el Corralón Municipal de Huanguelén, dependiente de Secretaría de Servicios Públicos ... […] ) - - - - - Cubiertas y Cámara de aire y ocho (08) Llantas p/Automotor y Equipo Vial para Corralón Municipal de Huanguelén, dependiente de Secretaría de Servicios Públicos, costo total estimado $ 6.880 ..."
Coronel Suárez,volumen_alto,no,26/08/2024,Decreto Nº1775/2024 en el boletín 141º de Coronel Suárez,https://sibom.slyt.gba.gob.ar/bulletins/11130/contents/2095794,,camaras y llantas,"Que conforme Acta de Apertura de fecha 12 de julio 2024, surge que en el mismo cotizó una Firma: BEMEC TIRES TRADING SA, efectuándose el correspondiente análisis, según consta en la documentación adjunta ... […] el Concurso de Precios nº 119/2024 realizado en el Expediente de referencia, para la adquisición de NEUMATICOS para el Corralón Municipal de Huanguelen, dependiente de Secretaría de Servicios Públicos ... […] ART.1º : Adjudícase el Concurso de Precios nº 119/2024 para la adquisición de - - - - - (08) CUBIERTAS Y CAMARAS de Aire y (08) LLANTAS P/Automotor y Equipo Vial del Corralón Muni"
Coronel Pringles,volumen_alto,no,23/08/2024,Decreto Nº0979/24 en el boletín 212º de Coronel Pringles,https://sibom.slyt.gba.gob.ar/bulletins/11155/contents/2096392,,"cubierta,cubiertas,recapado","Que mediante el mismo solicita autorización para realizar la compra de cubiertas para maquinarias pesadas, camiones y camionetas: 2 (dos) cubiertas de motoniveladora 13.00-24 ... […] – 14.00-24 – 33.25-29 6 (seis) cubiertas camión lisa 295/80/22.5 6 (seis) cubiertas camión lisa 275/80/22.5 6 (seis) cubiertas camión ... […] radial 275/80/22.5 - 4 (cuatro) cubiertas camioneta 185/65/14 - 275/80/22.5 y 295/80/22.5 Con índice de carga entre 149 ..."
Tapalqué,volumen_alto,no,20/08/2024,Decreto Nº0311 en el boletín 96º de Tapalqué,https://sibom.slyt.gba.gob.ar/bulletins/11173/contents/2095619,adjudicacion | licitación privada,"cubierta,cubiertas","VISTO : El llamado a licitación privada N° 4 para la adquisición de cubiertas para parque vial del corralón y planta de tratamiento RSU, primera etapa, que se tramita mediante expediente N° 4111-055/24, para el día 17 ... […] ARTÍCULO 1°: Adjudicase la Licitación privada N° 4 para la adquisición de cubiertas para parque vial del corralón y planta de tratamiento RSU, primera etapa, que se tramita mediante expediente N ... […] 10 CUBIERTA P ..."
Saladillo,volumen_alto,no,26/07/2024,Decreto Nº1036/2024 en el boletín 105º de Saladillo,https://sibom.slyt.gba.gob.ar/bulletins/10838/contents/2071046,,gomeria,"; La firma Cetaro Cecilia Nora, cotiza el ítem 2 por la suma de $ 6.734.000,00; La firma Nueva Gomería Palermo S.R.L., cotiza el ítem 2 por la suma de $ 6.521.554,00 ... […] , por lo que aconseja adjudicar dicho ítem a la firma Nueva Gomería Palermo S.R.L., ya que ésta cumple con todas las especificaciones técnica solicitadas, y es de monto inferior en relación al resto de los oferentes ... […] municipal, esto es, el ítem 1 a la firma Atarusis S.A., y el ítem 2 a la firma Nueva Gomería Palermo S.R.L., siempre considerándose que resultan ser las más convenientes a los intereses municipales ..."
Mercedes,volumen_alto,no,13/06/2024,Decreto Nº663/2024 en el boletín 79º de Mercedes,https://sibom.slyt.gba.gob.ar/bulletins/10769/contents/2064641,concurso de precios,"cubierta,cubiertas",") cubiertas tipo 135/75 17,5 lisas para recambio de minibus, en el marco del Concurso de Precios n° 25/2024. Que, habiéndose previsto como fecha de apertura de sobres del llamado el día 02/05/2024, se han presentado ... […] en se encuentran por debajo del costo estimado por la Municipalidad, resultando ser conveniente para los intereses municipales, habida cuenta del presupuesto oficial obrante a fs. 6. Que, respecto al tipo de cubierta ... […] de Neumáticos Verona, como la de Testa Alfredo Abel cumplen con las especificaciones correctas del tipo y modelo de cubiertas necesarias para el recamb"
General San Martín,objetivo,no,12/06/2024,Decreto Nº0334/24 en el boletín 1948º de General San Martín,https://sibom.slyt.gba.gob.ar/bulletins/10765/contents/2064799,cubiertas,"cubierta,cubiertas","Aprobando Licitación Privada Nº 67/24, CUBIERTAS .- ..."
Coronel Dorrego,volumen_alto,no,31/05/2024,Decreto Nº0635/2024 en el boletín 138º de Coronel Dorrego,https://sibom.slyt.gba.gob.ar/bulletins/10558/contents/2051392,concurso de precios nº 23 2024 llamado cubiertas para la dirección de servicios,"cubierta,cubiertas","Que el Jefe de Compras ha manifestado la necesidad de proceder a la adquisición de cubiertas para la Dirección de Servicios; ... […] de proceder a la adquisición de cubiertas para la Dirección de Servicios, dichas cubiertas son: 8 cubiertas lisas 275/80/22.5 para los camiones 552/553/427 4 ... […] cubiertas lisas 185/65/14 para la camioneta 644 2 cubiertas lisas 235/75/15 para la camioneta 545 4 cubiertas lisas 305/70/16.5 para la Pala 447 ..."
Coronel Dorrego,volumen_alto,no,31/05/2024,Decreto Nº0639/2024 en el boletín 138º de Coronel Dorrego,https://sibom.slyt.gba.gob.ar/bulletins/10558/contents/2051409,concurso de precios nº 23 2024 adjudicacion cubiertas para dirección de servicios,"cubierta,cubiertas","CUBIERTAS ... […] .- $4.032.000,00.- 4 CUBIERTAS LISAS 185/65/14 ... […] .- 2 CUBIERTAS LISAS 235/75/15 ..."
Bragado,volumen_alto,no,31/05/2024,Decreto Nº474 en el boletín 142º de Bragado,https://sibom.slyt.gba.gob.ar/bulletins/10626/contents/2056487,llamado licit. priv. nº 13/2024,"cubierta,cubiertas","CONSIDERANDO: Que, de acuerdo al informe elevado por la Secretaría de Gobierno, es preciso proceder al dictado del acto administrativo pertinente; por ello ... […] VISTO: Que es necesario proceder al llamado a Licitación Privada Nº 13/2024 referente a la adquisición de 48 cubiertas 255/70/R16 y 8 cubiertas 225/70/R17 para ser utilizadas en 13 móviles policiales de la ciudad de Bragado; y, ... […] ARTICULO 1º: LLAMAR a Licitación Privada Nº 13/2024 referente a la adquisición de 48 cubiertas 255/70/R16 y 8 cubiertas 225/70/R17 para ser utilizadas en 13 móviles policiales de la ciudad de Bragado "
Tandil,volumen_alto,no,29/05/2024,Ordenanza Nº18453/2024 en el boletín 234º de Tandil,https://sibom.slyt.gba.gob.ar/bulletins/10704/contents/2060344,18453/2024,"cubierta,cubiertas","EL HONORABLE CONCEJO DELIBERANTE DE TANDIL SANCIONA CON FUERZA ... […] ) Resto de las Zonas: 1) Edificios cuya sumatoria de superficie total cubierta sea menor a 500 ... […] total cubierta sea igual o mayor a 500 (quinientos) metros cuadrados: a la determinada para 1), se agregará 1 (un) modulo para automóvil cada 100 (cien) metros cuadrados cubiertos ..."
General Viamonte,volumen_alto,no,24/05/2024,Decreto Nº274 en el boletín 260º de General Viamonte,https://sibom.slyt.gba.gob.ar/bulletins/10712/contents/2059375,,"neumatico,neumaticos","Que, a la apertura de sobres de la Licitación de referencia se presentaron 4 oferentes: NEUMYSER S.A., LEONARDO JAVIER RISSO, ALBICI NEUMÁTICOS ... […] S.R.L. y MHR NEUMÁTICOS S.R.L. Que, el oferente NEUMYSER S.A. ofertó para el Objeto 1 $6.528.000,00, para el Objeto 2 ... […] ,00, para el Objeto 2 $6.809.600,00 y para el Objeto 3 $1.630.400,00. Que, por su parte el oferente ALBICI NEUMÁTICOS S.R.L. ofertó ..."
Mercedes,volumen_alto,no,15/05/2024,Decreto Nº489/2024 en el boletín 78º de Mercedes,https://sibom.slyt.gba.gob.ar/bulletins/10593/contents/2050432,adjudicacion,"cubierta,cubiertas","de cubiertas destinadas a stock del depósito para mantenimiento de vehículos municipales. Que, habiéndose previsto como fecha de apertura de sobres el día 25/03/2024, se han presentado 3 (tres) oferentes, según consta ... […] Lo actuado en Expediente Administrativo Nº 4948/2024, caratulado “Licitación Privada n° 17/2024” s/ la adquisición de cubiertas ; y, ... […] centavos), la compra de cubiertas , según lo especificado en el pliego de bases y condiciones, específicamente ..."
General Viamonte,volumen_alto,no,14/05/2024,Decreto Nº158 en el boletín 256º de General Viamonte,https://sibom.slyt.gba.gob.ar/bulletins/10632/contents/2052743,,"cubierta,cubiertas","Que, en consecuencia es procedente efectuar el mismo en los términos que establece la Ley ... […] La necesidad de proceder al LLAMADO a LICITACIÓN PRIVADA N° 07/2024, para la “ADQUISICIÓN DE NEUMÁTICOS NUEVOS ... […] : OBJETO 1: 24 Cubiertas 265/65 R17. $ 8.160.000,00 OBJETO 2: 28 Cubiertas 255/70 R16 ..."
Bahia Blanca,volumen_alto,no,10/05/2024,Decreto Nº1179 en el boletín 333º de Bahia Blanca,https://sibom.slyt.gba.gob.ar/bulletins/10569/contents/2050369,,"neumatico,neumaticos","Visto las presentes actuaciones, originadas por la División de Control y Ordenamiento Urbano dependiente de la Agencia de Seguridad, Emergencia y Respuesta Inmediata, referidas a la adquisición de neumáticos para móviles pertenecientes ... […] .477.100; ALAUX SERVICIOS S.A., no cumple con los incisos e, g y h del artículo 2 de cláusulas especiales del pliego de bases y condiciones, total de la oferta económica $13.757.900; y ALVAREZ NEUMATICOS S.A., total de la oferta económica $12.743.060 ... […] de ser evaluadas las ofertas de los proveedores: PAREDES ALBERTO JESUS, ALAUX SERVICIOS S.A. y AL"
Mercedes,volumen_alto,no,15/04/2024,Decreto Nº314/2024 en el boletín 77º de Mercedes,https://sibom.slyt.gba.gob.ar/bulletins/10408/contents/2035623,licitacion privada.,"cubierta,cubiertas","La necesidad de proveer a la Subsecretaría de Servicios Públicos de cubiertas para móviles que le permitan cubrir los requerimientos operativos de los próximos meses ... […] . Que, específicamente, se solicitan desde el área pre-citada la adquisición de las cubiertas que se detallan a continuación ... […] CUBIERTA 195-70-15.- 2 ..."
General Viamonte,volumen_alto,no,10/04/2024,Decreto Nº105 en el boletín 248º de General Viamonte,https://sibom.slyt.gba.gob.ar/bulletins/10416/contents/2036208,,"cubierta,cubiertas","Que, en consecuencia es procedente efectuar el mismo en los términos que establece la Ley Orgánica de las Municipalidades ... […] La necesidad de proceder al LLAMADO a LICITACIÓN PRIVADA N° 05/2024, para la “ADQUISICIÓN DE NEUMÁTICOS ... […] el Presupuesto Oficial a la suma de PESOS VEINTICUATRO MILLONES NOVECIENTOS SETENTA Y TRES MIL SEISCIENTOS ($24.973.600) dividido en los siguientes objetos: OBJETO 1: 4 Cubiertas 275/80 R22.5 SR 200 p ..."
Saladillo,volumen_alto,no,04/04/2024,Decreto Nº311/2024 en el boletín 102º de Saladillo,https://sibom.slyt.gba.gob.ar/bulletins/10378/contents/2033546,,gomeria,"el personal afectado a las tareas de gomería insuficiente para cubrir tal demanda; QUE atento las consideraciones expuestas resulta necesario declarar la incompetencia ... […] de la Secretaría de Obras y Servicios Públicos, para llevar a cabo trabajos de gomería en el Corralón Municipal, y contratar dichos servicios; QUE, de acuerdo ... […] la nota presentada por la Arq. Anabella Soledad Fasano, a/c de la Secretaría de Obras y Servicios Públicos, en la que manifiesta la necesidad de contar con personal para realizar trabajos de gomería en el Corralón Municipal; y ..."
Bahia Blanca,volumen_alto,no,13/03/2024,Decreto Nº731 en el boletín 323º de Bahia Blanca,https://sibom.slyt.gba.gob.ar/bulletins/10275/contents/2024554,,"neumatico,neumaticos","Visto el pedido de Adquisición originado por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Obras y Servicios Públicos, para la provisión de neumáticos , conforme a la solicitud de pedido N°316 ... […] las ofertas de los proveedores: ALVAREZ NEUMATICOS SA, total de la oferta económica PESOS CINCO MILLONES SESENTA MIL ($5.060.000.-); ALAUX SERVICIOS SA, total de la oferta económica PESOS SEIS MILLONES CIENTO CINCUENTA Y SEIS MIL CUATROCIENTOS ($6.156.400 ... […] NEUMATICOS S.A. (Proveedor Nº5649) los ítems 1, 2 y 3 por un importe total de PESOS CINCO MILLONES SESENTA MIL"
General Viamonte,volumen_alto,no,13/03/2024,Licitación Nº07/2024 en el boletín 242º de General Viamonte,https://sibom.slyt.gba.gob.ar/bulletins/10283/contents/2024523,,"cubierta,cubiertas",1: 24 Cubiertas 265/65 R17 ... […] : OBJETO 2: 28 Cubiertas 255/70 R16 ... […] OBJETO 3: 8 Cubiertas 235/75 R15 ...
General Viamonte,volumen_alto,no,11/03/2024,Licitación Nº007/2024 en el boletín 241º de General Viamonte,https://sibom.slyt.gba.gob.ar/bulletins/10272/contents/2023764,,"cubierta,cubiertas",": 24 Cubiertas 265/65 R17 ... […] $ 8.160.000,00 POR OBJETO: OBJETO 2: 28 Cubiertas 255/70 R16 ... […] OBJETO 3: 8 Cubiertas 235/75 R15 ..."
Moreno,objetivo,no,06/02/2024,Decreto Nº5184/23 en el boletín 282º de Moreno,https://sibom.slyt.gba.gob.ar/bulletins/9978/contents/2012070,,camaras y llantas,"Adjudíquese la compra directa N° 365/2023, realizadas para la adquisición de “Neumáticos y Llantas ” para realizar los trabajos requeridos por la emergencia meteorológica, solicitada por la Secretaria de Salud y Ambiente. A la firma RICARDO ..."
Saladillo,volumen_alto,no,01/02/2024,Decreto Nº3072 en el boletín 98º de Saladillo,https://sibom.slyt.gba.gob.ar/bulletins/10130/contents/2013427,,gomeria,"el personal afectado a las tareas de gomería insuficiente para cubrir tal demanda; QUE atento las consideraciones expuestas resulta necesario declarar la incompetencia ... […] de la Subsecretaría de Servicios Públicos y de la Secretaría de Obras y Servicios Públicos –área a la que pertenece la primera-, para llevar a cabo trabajos de gomería en el Corralón Municipal, y contratar dichos servicios ... […] la nota presentada por la Arq. Albertina Di Iulio, a cargo de la Subsecretaría de Servicios Públicos, en la que manifiesta la necesidad de contar con personal para realizar trabajos de gomería "
General Villegas,volumen_alto,no,23/01/2024,Ordenanza Nº6507/23 en el boletín 151º de General Villegas,https://sibom.slyt.gba.gob.ar/bulletins/10049/contents/2009715,ordenanza 6507 tributaria 2024,recapado,"VISTO: El Expediente N° 12574/23 alc. 1, iniciado por la Directora de Rentas, elevando ... […] Gomerías, vulcanización, recapado , etc. $7,000 ... […] 71400-09 Gomerías, vulcanización, recapado , etc ..."
